1.142857156212683e-007,7.180789e-003
2.285714312425366e-07,1.436157e-002
3.42857146863805e-07,2.154233e-002
4.571428624850733e-07,2.872308e-002
5.714285781063416e-07,3.590382e-002
6.857142937276099e-07,4.308455e-002
8.000000093488779e-07,5.026527e-002
1.600000018697756e-06,1.005293e-001
2.832046092207796e-06,1.779333e-001
4.664060846415633e-06,2.930096e-001
7.163611562529998e-06,4.499510e-001
1.057416167799984e-05,6.639055e-001
1.505231378255121e-05,9.443555e-001
2.099363613123081e-05,1.315247e+000
2.879738635623472e-05,1.799536e+000
3.856301135623472e-05,2.399347e+000
4.832863635623472e-05,2.990126e+000
5.809426135623473e-05,3.569652e+000
6.785988635623472e-05,4.135742e+000
7.762551135623472e-05,4.686266e+000
9.715676135623472e-05,5.732395e+000
0.0001166880113562347,6.692303e+000
0.0001362192613562347,7.551552e+000
0.0001557505113562347,8.297219e+000
0.0001752817613562347,8.918089e+000
0.0001948130113562348,9.404821e+000
0.0002143442613562348,9.750097e+000
0.0002338755113562348,9.948722e+000
0.0002534067613562348,9.997709e+000
0.0002729380113562348,9.896321e+000
0.0002924692613562348,9.646084e+000
0.0003120005113562349,9.250760e+000
0.0003315317613562349,8.716296e+000
0.0003510630113562349,8.050731e+000
0.0003705942613562349,7.264076e+000
0.0003901255113562349,6.368162e+000
0.0004096567613562349,5.376464e+000
0.000429188011356235,4.303900e+000
0.000448719261356235,3.166602e+000
0.000468250511356235,1.981674e+000
0.000487781761356235,7.669407e-001
0.000507313011356235,-4.593284e-001
0.000526844261356235,-1.678689e+000
0.000546375511356235,-2.872800e+000
0.000565906761356235,-4.023702e+000
0.0005854380113562352,-5.114083e+000
0.0006049692613562351,-6.127544e+000
0.0006245005113562351,-7.048841e+000
0.0006440317613562351,-7.864117e+000
0.0006635630113562351,-8.561110e+000
0.0006830942613562351,-9.129334e+000
0.0007026255113562351,-9.560246e+000
0.0007221567613562352,-9.847363e+000
0.0007416880113562352,-9.986365e+000
0.0007612192613562352,-9.975164e+000
0.0007807505113562352,-9.813927e+000
0.0008002817613562352,-9.505079e+000
0.0008198130113562353,-9.053267e+000
0.0008393442613562353,-8.465284e+000
0.0008588755113562353,-7.749976e+000
0.0008784067613562353,-6.918101e+000
0.0008979380113562353,-5.982172e+000
0.0009174692613562352,-4.956264e+000
0.0009370005113562354,-3.855810e+000
0.0009565317613562354,-2.697361e+000
0.0009760630113562354,-1.498342e+000
0.0009955942613562353,-2.767854e-001
0.001015125511356235,9.489340e-001
